IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,CIV,Côte d’Ivoire,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,0.3,,,0.2,,0.5,0.3 [0.2 – 0.5],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,ETH,Ethiopia,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,0.3,,,0.2,,0.5,0.3 [0.2 – 0.5],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,SEN,Senegal,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,0.3,,,0.2,,0.5,0.3 [0.2 – 0.5],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,0.4,,,0.1,,0.7,0.4 [0.1 – 0.7],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,0.4,,,0.2,,0.7,0.4 [0.2 – 0.7],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,0.4,,,0.2,,0.7,0.4 [0.2 – 0.7],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,KEN,Kenya,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,0.4,,,0.3,,0.6,0.4 [0.3 – 0.6],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,DZA,Algeria,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,0.5,,,0.2,,0.9,0.5 [0.2 – 0.9],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,TCD,Chad,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,0.5,,,0.3,,0.7,0.5 [0.3 – 0.7],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,LBR,Liberia,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,0.5,,,0.3,,0.8,0.5 [0.3 – 0.8],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,SEAR,South-East Asia,Country,IND,India,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,0.5,,,0.4,,0.7,0.5 [0.4 – 0.7],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,COG,Congo,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,0.6,,,0.3,,1,0.6 [0.3 – 1],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,MLI,Mali,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,0.6,,,0.3,,1,0.6 [0.3 – 1],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,0.7,,,0.3,,1,0.7 [0.3 – 1],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,0.7,,,0.4,,1.2,0.7 [0.4 – 1.2],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,0.7,,,0.4,,1.2,0.7 [0.4 – 1.2],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,0.9,,,0.4,,1.4,0.9 [0.4 – 1.4],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2016,false,Sex,Female,FMLE,,,,,,,,,,0.9,,,0.5,,1.3,0.9 [0.5 – 1.3],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,0.9,,,0.5,,1.3,0.9 [0.5 – 1.3],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,RWA,Rwanda,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,0.9,,,0.5,,1.3,0.9 [0.5 – 1.3],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,SWZ,Eswatini,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,1,,,0.5,,1.4,1 [0.5 – 1.4],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,1,,,0.6,,1.5,1 [0.6 – 1.5],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,BDI,Burundi,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,1,,,0.7,,1.4,1 [0.7 – 1.4],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,1.1,,,0.5,,1.6,1.1 [0.5 – 1.6],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,1.1,,,0.5,,1.9,1.1 [0.5 – 1.9],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,1.1,,,0.5,,1.9,1.1 [0.5 – 1.9],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,MDG,Madagascar,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,1.1,,,0.7,,1.5,1.1 [0.7 – 1.5],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,ZMB,Zambia,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,1.1,,,0.7,,1.5,1.1 [0.7 – 1.5],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,UGA,Uganda,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,1.3,,,0.9,,1.9,1.3 [0.9 – 1.9],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,EMR,Eastern Mediterranean,Country,KWT,Kuwait,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,1.4,,,0.6,,2.1,1.4 [0.6 – 2.1],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,EUR,Europe,Country,ARM,Armenia,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,1.5,,,1.2,,1.8,1.5 [1.2 – 1.8],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,1.6,,,0.6,,2.7,1.6 [0.6 – 2.7],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,BRB,Barbados,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,1.6,,,0.7,,2.7,1.6 [0.7 – 2.7],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,WPR,Western Pacific,Country,CHN,China,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,1.7,,,1.3,,2.2,1.7 [1.3 – 2.2],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,1.7,,,1.4,,2,1.7 [1.4 – 2],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,MWI,Malawi,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,1.8,,,0.8,,2.7,1.8 [0.8 – 2.7],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,SLV,El Salvador,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,1.8,,,0.9,,2.8,1.8 [0.9 – 2.8],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,1.8,,,1,,2.7,1.8 [1 – 2.7],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,WPR,Western Pacific,Country,TON,Tonga,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,10,,,5.8,,14.4,10 [5.8 – 14.4],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,PER,Peru,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,10,,,7.8,,12.2,10 [7.8 – 12.2],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,EUR,Europe,Country,BLR,Belarus,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,10,,,7.9,,12,10 [7.9 – 12],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,EUR,Europe,Country,UKR,Ukraine,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,10,,,8.2,,12,10 [8.2 – 12],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,10.1,,,7,,13.5,10.1 [7 – 13.5],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,BRB,Barbados,Year,2016,false,Sex,Male,MLE,,,,,,,,,,10.2,,,4.9,,15.4,10.2 [4.9 – 15.4],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,10.2,,,6.7,,14.4,10.2 [6.7 – 14.4],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,10.4,,,6.8,,15,10.4 [6.8 – 15],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,CIV,Côte d’Ivoire,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,10.5,,,6.2,,15.9,10.5 [6.2 – 15.9],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,TGO,Togo,Year,2016,false,Sex,Male,MLE,,,,,,,,,,10.5,,,6.7,,14.4,10.5 [6.7 – 14.4],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,WPR,Western Pacific,Country,JPN,Japan,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,10.5,,,8.5,,12.4,10.5 [8.5 – 12.4],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,10.7,,,6,,15.1,10.7 [6 – 15.1],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,10.7,,,7.6,,14.3,10.7 [7.6 – 14.3],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,COM,Comoros,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,10.9,,,7.7,,14.7,10.9 [7.7 – 14.7],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,CUB,Cuba,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,11,,,6.7,,16.5,11 [6.7 – 16.5],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2016,false,Sex,Male,MLE,,,,,,,,,,11.1,,,7.6,,14.4,11.1 [7.6 – 14.4],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,DZA,Algeria,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,11.2,,,6.5,,16.4,11.2 [6.5 – 16.4],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,CAN,Canada,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,11.2,,,9.4,,13.2,11.2 [9.4 – 13.2],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,COG,Congo,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,11.3,,,7.3,,15.7,11.3 [7.3 – 15.7],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,11.4,,,6.1,,18.4,11.4 [6.1 – 18.4],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2016,false,Sex,Male,MLE,,,,,,,,,,11.4,,,7.7,,15.2,11.4 [7.7 – 15.2],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,EUR,Europe,Country,SWE,Sweden,Year,2016,false,Sex,Male,MLE,,,,,,,,,,11.4,,,7.8,,15.2,11.4 [7.8 – 15.2],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,11.4,,,8.5,,14.6,11.4 [8.5 – 14.6],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,EUR,Europe,Country,ISL,Iceland,Year,2016,false,Sex,Male,MLE,,,,,,,,,,11.5,,,6.9,,16.9,11.5 [6.9 – 16.9],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,COL,Colombia,Year,2016,false,Sex,Male,MLE,,,,,,,,,,11.6,,,8.6,,14.7,11.6 [8.6 – 14.7],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,PRY,Paraguay,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,11.7,,,7.1,,16.6,11.7 [7.1 – 16.6],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,ZMB,Zambia,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,11.7,,,9.4,,14.7,11.7 [9.4 – 14.7],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,11.8,,,7.4,,16.1,11.8 [7.4 – 16.1],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,GMB,Gambia,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,11.8,,,8.4,,15.7,11.8 [8.4 – 15.7],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,EUR,Europe,Country,ISL,Iceland,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,11.9,,,7.6,,16.9,11.9 [7.6 – 16.9],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,12.1,,,8.9,,15.9,12.1 [8.9 – 15.9],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,12.2,,,8.1,,16.2,12.2 [8.1 – 16.2],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,NER,Niger,Year,2016,false,Sex,Male,MLE,,,,,,,,,,12.2,,,8.5,,16.1,12.2 [8.5 – 16.1],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,SEAR,South-East Asia,Country,IND,India,Year,2016,false,Sex,Male,MLE,,,,,,,,,,12.2,,,9.4,,14.9,12.2 [9.4 – 14.9],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,EUR,Europe,Country,ISL,Iceland,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,12.3,,,8.3,,16.9,12.3 [8.3 – 16.9],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,TCD,Chad,Year,2016,false,Sex,Male,MLE,,,,,,,,,,12.4,,,8.9,,16.1,12.4 [8.9 – 16.1],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,12.5,,,5.1,,21,12.5 [5.1 – 21],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,BRA,Brazil,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,12.6,,,9.2,,16.1,12.6 [9.2 – 16.1],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,UGA,Uganda,Year,2016,false,Sex,Male,MLE,,,,,,,,,,12.7,,,9.9,,15.7,12.7 [9.9 – 15.7],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,HTI,Haiti,Year,2016,false,Sex,Male,MLE,,,,,,,,,,12.8,,,9.2,,16.9,12.8 [9.2 – 16.9],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,SEN,Senegal,Year,2016,false,Sex,Male,MLE,,,,,,,,,,13,,,10,,15.9,13 [10 – 15.9],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,13.1,,,8.3,,17.5,13.1 [8.3 – 17.5],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,GUY,Guyana,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,13.2,,,9.3,,17.7,13.2 [9.3 – 17.7],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,EUR,Europe,Country,SWE,Sweden,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,13.4,,,9.4,,17.1,13.4 [9.4 – 17.1],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,MEX,Mexico,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,13.5,,,10.8,,16.4,13.5 [10.8 – 16.4],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,RWA,Rwanda,Year,2016,false,Sex,Male,MLE,,,,,,,,,,13.5,,,9.4,,17.8,13.5 [9.4 – 17.8],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,CAN,Canada,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,13.6,,,11.4,,15.9,13.6 [11.4 – 15.9],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2016,false,Sex,Male,MLE,,,,,,,,,,13.7,,,8.6,,18.1,13.7 [8.6 – 18.1],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,LBR,Liberia,Year,2016,false,Sex,Male,MLE,,,,,,,,,,13.8,,,7.7,,20.4,13.8 [7.7 – 20.4],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AFR,Africa,Country,NAM,Namibia,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,13.9,,,10.4,,18,13.9 [10.4 – 18],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,13.9,,,8,,20.5,13.9 [8 – 20.5],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2016,false,Sex,Male,MLE,,,,,,,,,,14,,,10.1,,19,14 [10.1 – 19],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,14,,,11.2,,16.4,14 [11.2 – 16.4],,,EN,2020-06-11T04:00:00.000Z
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),numeric,AMR,Americas,Country,BHS,Bahamas,Year,2016,false,Sex,Male,MLE,,,,,,,,,,14.2,,,6.9,,23,14.2 [6.9 – 23],,,EN,2020-06-11T04:00:00.000Z
